"mu","sigma","d","S","N","mu_est","sigma_est","d_est"
-1,1.325,6.25,100,10,-1.00014924472775,1.32497802785919,6.25155463258194
0,1.325,6.25,100,10,1.28034906395923e-06,1.32500111070281,6.24999919978184
1,1.325,6.25,100,10,1,1.325,6.25
2,1.325,6.25,100,10,2.04448342135452,1.31763243333816,6.7712900939983
-2,2.55,6.25,100,10,-2,2.55,6.25
-1,2.55,6.25,100,10,-1,2.55,6.25
0,2.55,6.25,100,10,-0.000137446471609112,2.54996495114974,6.24991409595524
1,2.55,6.25,100,10,0.897526707675719,2.52735298976338,7.11240707885658
2,2.55,6.25,100,10,2.00001962743613,2.5500182780499,6.24998466606552
-2,3.775,6.25,100,10,-2,3.775,6.25
-1,3.775,6.25,100,10,-1.0017282686497,3.77619538581604,6.26800279843434
0,3.775,6.25,100,10,-0.0458627518334294,3.79155693602065,6.86513545585226
1,3.775,6.25,100,10,1.11452782248404,3.85486743664542,7.47234156663714
2,3.775,6.25,100,10,1.99999993219353,3.77499997866922,6.25000052973803
-2,5,6.25,100,10,-2,5,6.25
-1,5,6.25,100,10,-1,5,6.25
0,5,6.25,100,10,0,5,6.25
1,5,6.25,100,10,1,5,6.25
2,5,6.25,100,10,2,5,6.25
-2,0.1,7.5,100,10,-1.99999843516231,0.100001291953894,7.49999902097993
-1,0.1,7.5,100,10,-1.00000000019707,0.100000000216779,7.49999999983577
0,0.1,7.5,100,10,-0.00407281751089148,0.0999352146704643,7.53510512363663
1,0.1,7.5,100,10,0.998055777682963,0.101749800085334,7.51634914221145
2,0.1,7.5,100,10,0.943599957664934,0.0904115686486482,7.11938381664577
-2,1.325,7.5,100,10,-1.99903187496227,1.32489310286042,7.50746263049917
-1,1.325,7.5,100,10,-1,1.325,7.5
0,1.325,7.5,100,10,9.46059884453946e-21,1.325,7.5
1,1.325,7.5,100,10,0.999703235313358,1.32496737126062,7.49971095443113
2,1.325,7.5,100,10,2.01137380604333,1.33647558488416,7.6235629587957
-2,2.55,7.5,100,10,-1.95504231151832,2.47129424065543,7.90255339455899
-1,2.55,7.5,100,10,-0.973516390870605,2.56992670842808,7.67819975975221
0,2.55,7.5,100,10,0,2.55,7.5
1,2.55,7.5,100,10,0.999603222251148,2.55026872674816,7.49972946971664
2,2.55,7.5,100,10,2.04424179093843,2.53960631440028,7.98984550365145
-2,3.775,7.5,100,10,-1.95724097471209,3.80104469381408,7.92430418644371
-1,3.775,7.5,100,10,-0.767729102197078,3.69528885098127,9.45318709516094
0,3.775,7.5,100,10,-0.00569381107597793,3.77876890853381,7.55752729042592
1,3.775,7.5,100,10,0.999529624111528,3.77451933314705,7.50001533600476
2,3.775,7.5,100,10,2.00000000170314,3.77500000132525,7.49999999840331
-2,5,7.5,100,10,-2.04617006990767,5.03098001892383,7.73397357922562
-1,5,7.5,100,10,-0.961707661336354,4.99418879841715,7.8203944790798
0,5,7.5,100,10,0.000355630187517758,5.00017781509376,7.49973327735936
1,5,7.5,100,10,0.721759764663216,4.87352716575601,9.83974743351386
2,5,7.5,100,10,1.95072494373468,4.97946872655612,7.87982855871183
-2,0.1,8.75,100,10,-1.99999867752951,0.100001091038151,8.7499990356986
-1,0.1,8.75,100,10,0.650422261488501,0.0216451702403857,19.3220619842716
0,0.1,8.75,100,10,-2.75581554294635e-10,0.100000000272826,8.74999999975887
1,0.1,8.75,100,10,1,0.1,8.75
2,0.1,8.75,100,10,2.00007766017744,0.100096104469577,8.75047267888618
-2,1.325,8.75,100,10,-1.99999999998911,1.3249999999988,8.75000000008283
-1,1.325,8.75,100,10,-0.999983004529891,1.32501340324575,8.74998648087605
0,1.325,8.75,100,10,0.000907075356004821,1.32578688787133,8.75827706262354
1,1.325,8.75,100,10,1.00001742710098,1.32503021589819,8.74996707479342
2,1.325,8.75,100,10,2,1.325,8.75
-2,2.55,8.75,100,10,-2.03611923420585,2.58347750420099,9.15396470273253
-1,2.55,8.75,100,10,-0.9882434053536,2.55166570736437,8.86755607077398
0,2.55,8.75,100,10,-3.43313676812984e-16,2.55,8.75
1,2.55,8.75,100,10,1.06496742899792,2.53159256178392,9.40869754400673
2,2.55,8.75,100,10,2.04883504065651,2.59547763161137,9.30702468248831
-2,3.775,8.75,100,10,-2.10031340365242,3.55552611120799,9.60306935075534
-1,3.775,8.75,100,10,-1,3.775,8.75
0,3.775,8.75,100,10,0,3.775,8.75
1,3.775,8.75,100,10,0.999728845681214,3.77515345747931,8.74978429697567
2,3.775,8.75,100,10,2,3.775,8.75
-2,5,8.75,100,10,-2,5,8.75
-1,5,8.75,100,10,-0.99999999732156,4.99999999878253,8.74999999786942
0,5,8.75,100,10,0.0111297097125201,5.04503389100494,8.97628482392789
1,5,8.75,100,10,0.86812063696486,4.94005483498403,9.8439992615415
2,5,8.75,100,10,2.39546194722837,4.77827621135781,13.5597630463951
-2,0.1,10,100,10,-2.00000000064361,0.100000000791988,9.99999999904328
-1,0.1,10,100,10,-0.999999220173615,0.100000701843746,9.99999929106692
0,0.1,10,100,10,1.09915274710055e-06,0.0999999890084725,9.99999890084725
1,0.1,10,100,10,1.09117851662379,0.0989869053708468,9.96222507507499
2,0.1,10,100,10,2.00000044712637,0.0999999775208401,9.99999954230424
-2,1.325,10,100,10,-2.01238287209147,1.33674127153692,10.3694465755919
-1,1.325,10,100,10,-0.999968184684533,1.32502505061452,9.99997111137546
0,1.325,10,100,10,0.0681425263099482,1.38411364157388,10.6132827367895
1,1.325,10,100,10,1.01456163516741,1.32636330900862,10.1698669889649
2,1.325,10,100,10,2.00542901418518,1.32410081952558,10.0610764095833
-2,2.55,10,100,10,-1.99987023041633,2.55008139526394,9.9998947130576
-1,2.55,10,100,10,-0.875617735490323,2.60914183042507,10.9961241247423
0,2.55,10,100,10,-4.7416825086915e-05,2.54998790863062,9.9999525831734
1,2.55,10,100,10,0.996595406670558,2.5492277902643,9.99660242930667
2,2.55,10,100,10,2,2.55,10
-2,3.775,10,100,10,-1.99965721486934,3.77489216551098,9.99971434572445
-1,3.775,10,100,10,-1.00000000000002,3.77500000000001,9.99999999999998
0,3.775,10,100,10,0.00195017904025754,3.77621398645256,10.0175516113623
1,3.775,10,100,10,1.03249130283598,3.79747315112822,10.3249130283598
2,3.775,10,100,10,1.99997434462609,3.77501328887383,9.99997862759266
-2,5,10,100,10,-2.16140046379057,5.17148424919645,10.7740825701149
-1,5,10,100,10,-0.979950767601178,4.92536811231727,10.0705297405081
0,5,10,100,10,-1.20941428095488e-05,5.00000861216493,9.99999158957888
1,5,10,100,10,0.99971163907215,5.00027416134961,9.99953946295576
2,5,10,100,10,2.01022034614627,4.98988006056236,10.1028795572631
-2,0.1,5,10,100,-2.00000000016705,0.100000000206721,4.9999999998956
-1,0.1,5,10,100,-0.999999745030273,0.100000229472754,4.99999988410467
0,0.1,5,10,100,6.69928729651207e-06,0.100004635321358,4.99999608590542
1,0.1,5,10,100,0.999999999529755,0.0999999999957251,4.99999999978625
2,0.1,5,10,100,0.300972019936393,0.840568504088174,6.03552227200081
-2,1.325,5,10,100,-1.99978444711409,1.32497619936885,4.99991018629754
-1,1.325,5,10,100,-1.0020574391307,1.32698314271765,5.02171741304633
0,1.325,5,10,100,-0.33813660940549,1.31563992997563,9.29828667039896
1,1.325,5,10,100,1.00000002616621,1.32499999614775,4.99999998546322
2,1.325,5,10,100,2.02636595972836,1.34025179805668,5.02997464894928
-2,2.55,5,10,100,-2.0855630538935,2.52272677657145,6.01606126498537
-1,2.55,5,10,100,-1,2.55,5
0,2.55,5,10,100,-1.24782852995415e-05,2.54999681803725,4.99999376085738
1,2.55,5,10,100,1,2.55,5
2,2.55,5,10,100,1.99714432039059,2.55195155147854,4.99864906836885
-2,3.775,5,10,100,-2,3.775,5
-1,3.775,5,10,100,-1,3.775,5
0,3.775,5,10,100,0,3.775,5
1,3.775,5,10,100,1,3.775,5
2,3.775,5,10,100,2,3.775,5
-2,5,5,10,100,-2,5,5
-1,5,5,10,100,-1,5,5
0,5,5,10,100,0,5,5
1,5,5,10,100,1,5,5
2,5,5,10,100,2,5,5
-2,0.1,6.25,10,100,-2.00000036755114,0.099999995097739,6.24999973219946
-1,0.1,6.25,10,100,-1,0.1,6.25
0,0.1,6.25,10,100,0,0.1,6.25
1,0.1,6.25,10,100,0.999999999931571,0.100000000002181,6.2499999999623
2,0.1,6.25,10,100,2.00000009722002,0.0999999987847497,6.24999992404686
-2,1.325,6.25,10,100,-2.00004513321963,1.32504894133503,6.24996473967217
-1,1.325,6.25,10,100,-1.0002630712262,1.32375819224998,6.24939549115665
0,1.325,6.25,10,100,0.000172680682731887,1.32514980049227,6.24989207457329
1,1.325,6.25,10,100,1,1.325,6.25
2,1.325,6.25,10,100,2,1.325,6.25
-2,2.55,6.25,10,100,-2,2.55,6.25
-1,2.55,6.25,10,100,-1.00007325447674,2.54998476594689,6.24996996291408
0,2.55,6.25,10,100,0.000208471169384085,2.55015531102119,6.24986970551914
1,2.55,6.25,10,100,0.99993013952128,2.54998783877059,6.24995335146262
2,2.55,6.25,10,100,2.00007199255477,2.55006704306663,6.24994375581659
-2,3.775,6.25,10,100,-2.00009797031739,3.77497353149216,6.24992734036791
-1,3.775,6.25,10,100,-0.438385282421262,4.27492382328912,13.4318356655039
0,3.775,6.25,10,100,-0.516216410246744,3.57935516637209,11.0751805809718
1,3.775,6.25,10,100,0.999633237002082,3.77520755451473,6.25312582100499
2,3.775,6.25,10,100,1.96339167698602,3.77360210278812,6.43635097180163
-2,5,6.25,10,100,-2,5,6.25
-1,5,6.25,10,100,-1,5,6.25
0,5,6.25,10,100,0,5,6.25
1,5,6.25,10,100,1,5,6.25
2,5,6.25,10,100,2,5,6.25
-2,0.1,7.5,10,100,-2,0.1,7.5
-1,0.1,7.5,10,100,-1,0.1,7.5
0,0.1,7.5,10,100,0,0.1,7.5
1,0.1,7.5,10,100,1,0.1,7.5
2,0.1,7.5,10,100,2,0.1,7.5
-2,1.325,7.5,10,100,-2.00000526671691,1.32499912770001,7.49999506245289
-1,1.325,7.5,10,100,-0.999796697210865,1.32516033197234,7.49986138446195
0,1.325,7.5,10,100,-0.0402010691099111,1.35712530602806,7.76553460900189
1,1.325,7.5,10,100,0.487086820321829,1.25677218195371,10.183173125887
2,1.325,7.5,10,100,1.48480139334214,1.70141957701528,11.5143857152931
-2,2.55,7.5,10,100,-2.00451347435729,2.54856133004862,7.55218704725613
-1,2.55,7.5,10,100,-0.995824909227338,2.55199541672248,7.54730380001321
0,2.55,7.5,10,100,0.000639602053020181,2.55102837367991,7.51122435200337
1,2.55,7.5,10,100,1,2.55,7.5
2,2.55,7.5,10,100,1.83447318498458,2.65276456432207,8.77593586574387
-2,3.775,7.5,10,100,-1.96797694303176,3.79161196080227,7.74684439746352
-1,3.775,7.5,10,100,-0.999245499150254,3.77542697888997,7.5063446662365
0,3.775,7.5,10,100,-0.38950450963481,4.01746639523702,11.1029034163626
1,3.775,7.5,10,100,1.00000042144107,3.77500029149674,7.50000433147768
2,3.775,7.5,10,100,2,3.775,7.5
-2,5,7.5,10,100,-1.99999983373596,4.99999993072332,7.49999989608498
-1,5,7.5,10,100,-1.00004613177551,4.99997437123583,7.49996155685374
0,5,7.5,10,100,0.000420650627381161,5.00021032531369,7.50389101830328
1,5,7.5,10,100,1,5,7.5
2,5,7.5,10,100,2.03673860422355,5.02303156615518,7.71247522039387
-2,0.1,8.75,10,100,-8.1943761737698,9.95347281253288,23.6195832118936
-1,0.1,8.75,10,100,-0.999999983712685,0.100000003645884,8.7499999804253
0,0.1,8.75,10,100,0.0165403952582755,0.0161743416607774,8.86563696835706
1,0.1,8.75,10,100,1.00045874144752,0.100502667651808,8.75195138545101
2,0.1,8.75,10,100,1.99999802232253,0.100001631583911,8.75000069398385
-2,1.325,8.75,10,100,-1.99999999662746,1.32499999962762,8.74999999754086
-1,1.325,8.75,10,100,-1.07313479851804,1.40111568827697,9.45104706760485
0,1.325,8.75,10,100,0.0124552823639232,1.33369912230667,9.50930742068739
1,1.325,8.75,10,100,1.09441855218737,1.41600899335838,9.70729920967748
2,1.325,8.75,10,100,1.99999842371322,1.32499982595167,8.74999885062422
-2,2.55,8.75,10,100,-2.00446599259353,2.55204808438201,8.76614539103548
-1,2.55,8.75,10,100,-1.00000000000111,2.55000000000092,8.74999999999893
0,2.55,8.75,10,100,-7.37059802786747e-15,2.55000000000001,8.74999999999999
1,2.55,8.75,10,100,0.984501275379652,2.56006761427594,8.87860306314383
2,2.55,8.75,10,100,2.00004634396976,2.55003829993288,8.74997116453409
-2,3.775,8.75,10,100,-1.76315893582463,3.73490807709413,11.4228468076888
-1,3.775,8.75,10,100,-0.8469282628929,4.01537687853109,9.46243421003132
0,3.775,8.75,10,100,-0.000217325172412286,3.77491795974741,8.74980984047414
1,3.775,8.75,10,100,1.29682953883595,3.64144237235378,11.8915475986598
2,3.775,8.75,10,100,2,3.775,8.75
-2,5,8.75,10,100,-2.33726825844716,4.78920733847052,12.5969660729129
-1,5,8.75,10,100,-1.41355905636439,5.23044534192308,12.8765238584428
0,5,8.75,10,100,0.0284368632951865,5.01882965516673,8.93904353531551
1,5,8.75,10,100,1,5,8.75
2,5,8.75,10,100,2.00094850079765,4.99940718700147,8.76081883722323
-2,0.1,10,10,100,-2.00000043651696,0.099999994543538,9.9999994543538
-1,0.1,10,10,100,-0.998533911884221,0.0999867136762164,10.0119952672659
0,0.1,10,10,100,9.68018155071183e-21,0.1,10
1,0.1,10,10,100,1,0.1,10
2,0.1,10,10,100,2,0.1,10
-2,1.325,10,10,100,-2.00117482628336,1.32621517217554,10.0211571644443
-1,1.325,10,10,100,-1.00030915108464,1.32495448609032,9.9996564987948
0,1.325,10,10,100,-2.11665105006902e-06,1.32495517341016,9.99996183901774
1,1.325,10,10,100,0.95639523321288,1.32007649002581,10.3553240529877
2,1.325,10,10,100,2.00011026547371,1.32513682364055,9.99984037793024
-2,2.55,10,10,100,-1.97226607652357,2.56708007255817,10.2080044260732
-1,2.55,10,10,100,-1.00028334370916,2.55023454562592,9.99968517365648
0,2.55,10,10,100,-0.000944170062181376,2.5507031582746,9.9990557023595
1,2.55,10,10,100,1.00956211492482,2.54804762129385,10.1193057805834
2,2.55,10,10,100,1.99997207423625,2.55001733724499,9.99997672853021
-2,3.775,10,10,100,-2.03231761294058,3.80014714256939,10.3635731455815
-1,3.775,10,10,100,-0.902473992724212,3.81295716390655,10.5971051429733
0,3.775,10,10,100,0.000257900385543838,3.77516499696626,9.99974070999852
1,3.775,10,10,100,0.999553711729782,3.77525255948681,9.99959428301337
2,3.775,10,10,100,2.00022266884111,3.77489132668353,9.99972456585692
-2,5,10,10,100,-2,5,10
-1,5,10,10,100,-1.00000552870907,4.99999692849496,9.99999385698992
0,5,10,10,100,-0.542132129995534,4.68682321297348,14.9693924224409
1,5,10,10,100,0.999380653968832,5.00030587468446,9.99863534269542
2,5,10,10,100,2,5,10
-2,0.1,5,100,100,2.60377571980898,1.29680277895233,2.81532899226052
-1,0.1,5,100,100,-1,0.1,5
0,0.1,5,100,100,-2.07604100203251e-05,0.0999984918334514,4.99998946796074
1,0.1,5,100,100,1.01088138064322,0.00131178936921581,4.91512898597814
2,0.1,5,100,100,1.99974149491616,0.0994838316251219,4.99982029177645
-2,1.325,5,100,100,-2.00102134569899,1.32483065427178,4.99936179859178
-1,1.325,5,100,100,-1.00639149683064,1.32409147216257,5.06570976002829
0,1.325,5,100,100,0.00520020562577625,1.32951117838036,4.99739989718711
1,1.325,5,100,100,0.999998990535173,1.32499977397905,4.99999969099011
2,1.325,5,100,100,1.96748689662915,1.34850426431184,5.25739540168588
-2,2.55,5,100,100,-2.00219933865064,2.54884411848618,4.99881504809154
-1,2.55,5,100,100,-1.07073587994457,2.60521591963273,5.73266066944423
0,2.55,5,100,100,-0.00674842682536444,2.54970893187492,5.06063700483238
1,2.55,5,100,100,1.00192816255965,2.55159609011882,4.99892879857797
2,2.55,5,100,100,1.99998789070285,2.54999742677436,5.00009586526914
-2,3.775,5,100,100,-2,3.775,5
-1,3.775,5,100,100,-1,3.775,5
0,3.775,5,100,100,0,3.775,5
1,3.775,5,100,100,1,3.775,5
2,3.775,5,100,100,2,3.775,5
-2,5,5,100,100,-2,5,5
-1,5,5,100,100,-1,5,5
0,5,5,100,100,0,5,5
1,5,5,100,100,1,5,5
2,5,5,100,100,2,5,5
-2,0.1,6.25,100,100,-1.99999306631892,0.100005720286895,6.24999638870777
-1,0.1,6.25,100,100,0.048069488122872,0.000695347923459246,5.49790468202489
0,0.1,6.25,100,100,0.00169465806619262,0.0967209103888377,6.27599602567833
1,0.1,6.25,100,100,1.00000019868408,0.0999999977923991,6.24999986202494
2,0.1,6.25,100,100,1.99996654174116,0.0999964565938815,6.24998581704405
-2,1.325,6.25,100,100,-2.04764335259589,1.31705011865866,6.80758652333962
-1,1.325,6.25,100,100,-1.00157585106585,1.32477650848916,6.24890654732511
0,1.325,6.25,100,100,-0.0638936876605909,1.38042777404556,6.84900332181804
1,1.325,6.25,100,100,1.00000344150998,1.32500331723323,6.24999761006251
2,1.325,6.25,100,100,1.99777793879875,1.32660636507674,6.24884267645768
-2,2.55,6.25,100,100,-2.00158119797164,2.5514945051252,6.24870598114768
-1,2.55,6.25,100,100,-0.935555129637659,3.07731557225405,7.46642770647032
0,2.55,6.25,100,100,0,2.55,6.25
1,2.55,6.25,100,100,1.00019009945057,2.54978012177999,6.24981981376811
2,2.55,6.25,100,100,1.99859597372698,2.55087161950229,6.25971273826606
-2,3.775,6.25,100,100,-2.00207701623018,3.77401990796639,6.24837733107017
-1,3.775,6.25,100,100,-0.999332663712166,3.7753922802063,6.24962050340587
0,3.775,6.25,100,100,0.11761562364567,3.83403808796987,7.32167441649936
1,3.775,6.25,100,100,1.11035186856655,3.81626254850065,7.75384266272671
2,3.775,6.25,100,100,2.00041690606267,3.77532440503002,6.24967429213854
-2,5,6.25,100,100,-2,5,6.25
-1,5,6.25,100,100,-1,5,6.25
0,5,6.25,100,100,0,5,6.25
1,5,6.25,100,100,1,5,6.25
2,5,6.25,100,100,2,5,6.25
-2,0.1,7.5,100,100,-1.99999999999999,0.100000000000007,7.49999999999999
-1,0.1,7.5,100,100,4.50010718730609,0.0499990255699447,3.74992691774585
0,0.1,7.5,100,100,2.88722169767892e-18,0.1,7.5
1,0.1,7.5,100,100,0.999999999999998,0.1,7.5
2,0.1,7.5,100,100,1.23701905661232,0.0116301521696441,6.51473109662945
-2,1.325,7.5,100,100,-1.9999756381296,1.32499731004348,7.499984773831
-1,1.325,7.5,100,100,-1,1.325,7.5
0,1.325,7.5,100,100,-0.0012512864792731,1.3248342045415,7.49906153514055
1,1.325,7.5,100,100,0.997855203317844,1.32444437477881,7.5172250910904
2,1.325,7.5,100,100,1.99994264926453,1.32499236738306,7.49999138906797
-2,2.55,7.5,100,100,-1.86133861921376,2.63608560723812,8.5688481435606
-1,2.55,7.5,100,100,-1.01937688516874,2.56603975494523,7.6991513197898
0,2.55,7.5,100,100,-0.141876686653386,2.65569813155677,8.81235935154382
1,2.55,7.5,100,100,0.996356706282292,2.55246750347245,7.53063678808073
2,2.55,7.5,100,100,2.00000914254147,2.55000851399174,7.49999142886737
-2,3.775,7.5,100,100,4.00352070111497,1.88639253351459,3.7478004359441
-1,3.775,7.5,100,100,-1.00002573662986,3.77498920491359,7.50026451536245
0,3.775,7.5,100,100,0.0292182733162469,3.76253475847443,7.76483903708418
1,3.775,7.5,100,100,1.00056969031477,3.77539403580105,7.49952525807103
2,3.775,7.5,100,100,2,3.775,7.5
-2,5,7.5,100,100,-1.99964195638781,4.99985189297918,7.49977837129475
-1,5,7.5,100,100,-0.996197094124452,4.9982714064202,7.49740710963031
0,5,7.5,100,100,0,5,7.5
1,5,7.5,100,100,1.00000000003061,5.00000000001564,7.49999999996971
2,5,7.5,100,100,1.9434677383124,5.03449939108407,7.75311740685805
-2,0.1,8.75,100,100,-1.99999999999999,0.0999999999999999,8.74999999999999
-1,0.1,8.75,100,100,-0.999999999608576,0.0999999999964416,8.74999999968864
0,0.1,8.75,100,100,-2.05708867206612e-06,0.0999999794291133,8.74999820004741
1,0.1,8.75,100,100,1.00000076670966,0.0999999914182102,8.74999925454818
2,0.1,8.75,100,100,1.99999997962346,0.0999999998301955,8.74999998514211
-2,1.325,8.75,100,100,-1.9044516089308,1.31444986515278,9.47656589042202
-1,1.325,8.75,100,100,-0.999824957078573,1.32513804521303,8.7514520605982
0,1.325,8.75,100,100,0.0726542313796843,1.31535338628297,9.4132569420758
1,1.325,8.75,100,100,0.999018567215107,1.32489609811948,8.7491414204418
2,1.325,8.75,100,100,2,1.325,8.75
-2,2.55,8.75,100,100,-2.08375646310565,2.51441653923415,9.56459565016145
-1,2.55,8.75,100,100,-1.01404766371659,2.56157814793653,8.89284176409697
0,2.55,8.75,100,100,0,2.55,8.75
1,2.55,8.75,100,100,1.0033574247099,2.55196047384238,8.74705262752548
2,2.55,8.75,100,100,1.99251350387837,2.54841954127176,8.74449162882562
-2,3.775,8.75,100,100,-1.95752956082875,3.79703154032008,9.07295229786469
-1,3.775,8.75,100,100,-0.999947242209504,3.77500006721496,8.75054396232433
0,3.775,8.75,100,100,0.000476328283803158,3.77493713663581,8.74874787285218
1,3.775,8.75,100,100,1.00000556845409,3.77499766434287,8.74999458622519
2,3.775,8.75,100,100,2.00073259147911,3.77557004774468,8.75835612155858
-2,5,8.75,100,100,-2.00000015790665,5.00000009869166,8.75000180112274
-1,5,8.75,100,100,-1,5,8.75
0,5,8.75,100,100,0.164296299629509,4.82438810871622,9.03914209993877
1,5,8.75,100,100,0.945447234707051,4.9752032885032,9.20253998481651
2,5,8.75,100,100,1.75808662655638,5.10216914797919,10.5441797249869
-2,0.1,10,100,100,-1.9999949788586,0.100004142441655,9.9999958157155
-1,0.1,10,100,100,-0.999999999990138,0.100000000008876,9.99999999999103
0,0.1,10,100,100,-0.00636044414865318,0.00900927541591441,9.96241080577157
1,0.1,10,100,100,0.991914709866375,0.0983181643336031,10.133030805207
2,0.1,10,100,100,1.84871044797626,0.000623655495495623,10.3028956594906
-2,1.325,10,100,100,-1.94984246605137,1.36125971725037,10.3761815046148
-1,1.325,10,100,100,-0.919298869509429,1.24738146534793,10.6905086187583
0,1.325,10,100,100,-0.00151567682059704,1.32479595825986,9.9984852387824
1,1.325,10,100,100,0.999168777516168,1.32780413026659,10.0055516632429
2,1.325,10,100,100,2.01812241378396,1.32199847521709,10.2038771550687
-2,2.55,10,100,100,-2.0236218178306,2.5424705455665,10.2657454505943
-1,2.55,10,100,100,-0.978037956348262,2.54490879897164,10.1796894480597
0,2.55,10,100,100,-1.78045717264689e-07,2.55000013264406,10.0000016024115
1,2.55,10,100,100,0.992564463102796,2.55503588634924,9.99324042101316
2,2.55,10,100,100,2.00144332753452,2.54953993934837,10.0162374347633
-2,3.775,10,100,100,-2.00207780451921,3.7740195359925,9.99740274435099
-1,3.775,10,100,100,-1.00306456385909,3.7771196566692,9.99659492904546
0,3.775,10,100,100,-0.0161627827903777,3.76889854951223,10.1454650451111
1,3.775,10,100,100,1.00000000008834,3.77499999996295,10.0000000008834
2,3.775,10,100,100,1.9996152477323,3.77571307627554,9.99952932939567
-2,5,10,100,100,-1.87977601652436,4.94997381749062,10.9016011847688
-1,5,10,100,100,-1.00387113715261,4.99784936824855,9.9956987364971
0,5,10,100,100,0,5,10
1,5,10,100,100,1.02531062516748,4.98141844913074,10.2530546487452
2,5,10,100,100,1.99988181520976,5.00005483078704,10.0009107644509
-2,0.1,5,10,10,-2,0.1,5
-1,0.1,5,10,10,-10,10,21.9673236650851
0,0.1,5,10,10,-0.197083339763666,0.286569002839673,5.43606126134504
1,0.1,5,10,10,1,0.1,5
2,0.1,5,10,10,2.00070702078215,0.0999971918706468,5.00106199986934
-2,1.325,5,10,10,-1.99995633173615,1.32499517829587,5.00034570708884
-1,1.325,5,10,10,-0.999999999874212,1.3250000000992,4.99999999994282
0,1.325,5,10,10,5.00000317580391,0.662499649234198,2.4999984117693
1,1.325,5,10,10,1.00005052615109,1.32499256142776,5.00053333159487
2,1.325,5,10,10,2,1.325,5
-2,2.55,5,10,10,-1.73553477039305,2.71418883004765,7.09368306772169
-1,2.55,5,10,10,-0.999999661156138,2.54999992144983,4.99999984598006
0,2.55,5,10,10,-3.90276249971063e-05,2.55007026906346,4.99990542967577
1,2.55,5,10,10,1,2.55,5
2,2.55,5,10,10,1.99995415808398,2.55001662743436,4.99998185572404
-2,3.775,5,10,10,-2,3.775,5
-1,3.775,5,10,10,-1,3.775,5
0,3.775,5,10,10,0,3.775,5
1,3.775,5,10,10,1,3.775,5
2,3.775,5,10,10,2,3.775,5
-2,5,5,10,10,-2,5,5
-1,5,5,10,10,-1,5,5
0,5,5,10,10,0,5,5
1,5,5,10,10,1,5,5
2,5,5,10,10,2,5,5
-2,0.1,6.25,10,10,-2,0.1,6.25
-1,0.1,6.25,10,10,-0.999999999865608,0.100000000120953,6.24999999992364
0,0.1,6.25,10,10,0.0554029804882153,0.0868614734553773,6.63196087425968
1,0.1,6.25,10,10,0.48551163513568,0.0782603579426651,6.74944230591045
2,0.1,6.25,10,10,1.99999968955939,0.100000256113503,6.24999983831218
-2,1.325,6.25,10,10,-2.00358940950439,1.32889384843804,6.29207519583603
-1,1.325,6.25,10,10,-0.999987757770681,1.32499858036278,6.24999304251329
0,1.325,6.25,10,10,3.20205599884348e-10,1.32499999995757,6.24999999979987
1,1.325,6.25,10,10,0.374552780680749,1.81782636042391,11.5907115147404
2,1.325,6.25,10,10,2.00000004010011,1.32500004348355,6.24999996867179
-2,2.55,6.25,10,10,-2,2.55,6.25
-1,2.55,6.25,10,10,-0.959405178480798,2.54013554675238,7.51856251597533
0,2.55,6.25,10,10,0.266924245622649,2.33247491469614,6.63077798900338
1,2.55,6.25,10,10,1,2.55,6.25
2,2.55,6.25,10,10,2.22508012245014,2.77881160718169,9.03737412512657
-2,3.775,6.25,10,10,-2.43431480341586,3.57005770213814,11.3396266025296
-1,3.775,6.25,10,10,-1.00002354222126,3.77499012534608,6.24998365123524
0,3.775,6.25,10,10,2.75268050540342e-05,3.77501713543615,6.24998279574684
1,3.775,6.25,10,10,1.13828832644294,3.93816266025726,11.3853214144094
2,3.775,6.25,10,10,1.9992505724635,3.77476424258748,6.25585490262891
-2,5,6.25,10,10,-2,5,6.25
-1,5,6.25,10,10,-1,5,6.25
0,5,6.25,10,10,0,5,6.25
1,5,6.25,10,10,1,5,6.25
2,5,6.25,10,10,2,5,6.25
-2,0.1,7.5,10,10,-1.99999991187742,0.100000010450689,7.49999994812528
-1,0.1,7.5,10,10,1.81787698580476,0.0670068028934925,9.49584658439582
0,0.1,7.5,10,10,6.65007568300463e-08,0.0999999993349924,7.49999995012443
1,0.1,7.5,10,10,0.99999990418258,0.0999999991289326,7.49999993839228
2,0.1,7.5,10,10,0.167081497098015,0.828491537219779,7.31519847666842
-2,1.325,7.5,10,10,-2,1.325,7.5
-1,1.325,7.5,10,10,-0.169856658152774,1.99235558758332,14.5472421380934
0,1.325,7.5,10,10,0.246829399102965,1.41406384694047,9.40509603351223
1,1.325,7.5,10,10,1.07358358609994,0.443590076980399,6.16803777628363
2,1.325,7.5,10,10,2.00003067450773,1.32500602138902,7.49997125456453
-2,2.55,7.5,10,10,-2.0000177425203,2.55001016878783,7.50000831843241
-1,2.55,7.5,10,10,-1,2.55,7.5
0,2.55,7.5,10,10,-0.0035908516791975,2.5490843328218,7.53321537803258
1,2.55,7.5,10,10,1,2.55,7.5
2,2.55,7.5,10,10,1.99997623806162,2.55001475220342,7.49998514878849
-2,3.775,7.5,10,10,-2.19777166776182,3.68384067239713,9.84763127235762
-1,3.775,7.5,10,10,-1.00000001805902,3.77500001249083,7.49999998495081
