"mu","sigma","d","S","N","mu_est","sigma_est","d_est"
0,0.1,8.75,10,100,0,0.1,8.75
1,0.1,8.75,10,100,1.00009221576352,0.100092255452701,8.75073783242957
2,0.1,8.75,10,100,1.99999923992431,0.100001114528098,8.74999914970495
-2,1.325,8.75,10,100,-2.01471901833386,1.329950382682,8.77138408371523
-1,1.325,8.75,10,100,-1.04592914023882,1.37160106636686,9.26302787048063
0,1.325,8.75,10,100,-0.00104598976865818,1.32596856429385,8.75968756735098
1,1.325,8.75,10,100,0.983846219433631,1.32222547579349,8.81882507420155
2,1.325,8.75,10,100,2.00056378647589,1.32524346708409,8.74968748891381
-2,2.55,8.75,10,100,-2,2.55,8.75
-1,2.55,8.75,10,100,-0.999184053607769,2.5505526177197,8.75676863997824
0,2.55,8.75,10,100,0.00069199143395375,2.55041186897821,8.74932465847685
1,2.55,8.75,10,100,0.999999045203186,2.54999977866074,8.75000792047357
2,2.55,8.75,10,100,2.00019837340073,2.55017393223172,8.74970757901335
-2,3.775,8.75,10,100,-1.99957827153397,3.77533575629013,8.74944790562898
-1,3.775,8.75,10,100,-1.23253512525121,3.96776394407772,11.3504876541538
0,3.775,8.75,10,100,0.140631485699362,3.8734446744207,10.0251905005685
1,3.775,8.75,10,100,1,3.775,8.75
2,3.775,8.75,10,100,1.99964046784129,3.77518650730733,8.74973784113427
-2,5,8.75,10,100,-3.73049095059991,3.91232230487029,11.0092276118182
-1,5,8.75,10,100,-1.00000000013421,5.00000000003621,8.75000000006589
0,5,8.75,10,100,-0.000453462957617595,4.99978843629648,8.74956713571923
1,5,8.75,10,100,1.58413333798652,4.71743015047569,14.9151733498578
2,5,8.75,10,100,2.01414057914848,5.0088378619678,8.91129098091235
-2,0.1,10,10,100,-0.32083757082015,1.04086100586798,21.3596603622971
-1,0.1,10,10,100,-0.982875055107426,0.115951323229086,10.1527901721742
0,0.1,10,10,100,1.5853198317097e-11,0.0999999999998415,9.99999999998415
1,0.1,10,10,100,0.999999121399406,0.100000806381076,9.99999960293338
2,0.1,10,10,100,1.99999849302785,0.100001243252025,9.99999874418987
-2,1.325,10,10,100,1.99982649690516,0.896820060468108,40.0347885514654
-1,1.325,10,10,100,-0.969346207312718,1.35919023492703,10.2700824171042
0,1.325,10,10,100,0.166500643862777,1.21693108103971,9.56764158730899
1,1.325,10,10,100,1.00001521494106,1.32498832676881,9.99995693953908
2,1.325,10,10,100,2,1.325,10
-2,2.55,10,10,100,-1.9958809745919,2.54473728209034,10.0153184857095
-1,2.55,10,10,100,-0.999979554630881,2.5500138470909,10.0001672802928
0,2.55,10,10,100,-0.735166083590261,2.35462989465012,16.7817461244419
1,2.55,10,10,100,0.991387506552559,2.55480268911555,9.99475976772484
2,2.55,10,10,100,1.9997142590386,2.55017739751354,9.99976188253216
-2,3.775,10,10,100,-2,3.775,10
-1,3.775,10,10,100,-1.00045004868551,3.77479271703124,9.99920716569233
0,3.775,10,10,100,-0.000913575526531718,3.7755746377451,9.99892101228703
1,3.775,10,10,100,1.01226163627509,3.77109034080672,10.0361239690474
2,3.775,10,10,100,1.99959734235137,3.7748733306147,9.99966445195948
-2,5,10,10,100,-1.62574987941885,4.84593518104365,12.7859562152962
-1,5,10,10,100,-1,5,10
0,5,10,10,100,0.3311661693081,4.78811886486561,13.2368571524721
1,5,10,10,100,0.999836629038582,4.99992574047208,9.99985148094417
2,5,10,10,100,2.79077453484414,5.44352826649232,18.5292836572071
-2,0.1,5,100,100,-1.99999592487747,0.100003312537896,5.00000127152852
-1,0.1,5,100,100,-1,0.1,5
0,0.1,5,100,100,-0.000497530809160081,0.0984287627771502,5.02691508115963
1,0.1,5,100,100,0.951410716995945,0.0332258390185025,5.35060607505595
2,0.1,5,100,100,2.02840256739498,0.000802369288195763,5.01197217113142
-2,1.325,5,100,100,-1.99960394602887,1.32494847411903,5.00311415154951
-1,1.325,5,100,100,-1.00046109021316,1.32493211727417,4.99974383877047
0,1.325,5,100,100,-0.00202023448282924,1.32660348931889,4.99907568042259
1,1.325,5,100,100,0.999998822376438,1.32500092871676,5.00001017038531
2,1.325,5,100,100,2.00448517028009,1.32264923379776,5.04912267067252
-2,2.55,5,100,100,-2.00326951270826,2.5530391162439,5.03882546341059
-1,2.55,5,100,100,-0.89346541110793,2.55789289043268,5.60168279118977
0,2.55,5,100,100,0.0232921727744798,2.55516859194919,5.22800245891068
1,2.55,5,100,100,0.999384122590277,2.54985722841866,4.99972005572285
2,2.55,5,100,100,2,2.55,5
-2,3.775,5,100,100,-2,3.775,5
-1,3.775,5,100,100,-1,3.775,5
0,3.775,5,100,100,0,3.775,5
1,3.775,5,100,100,1,3.775,5
2,3.775,5,100,100,2,3.775,5
-2,5,5,100,100,-2,5,5
-1,5,5,100,100,-1,5,5
0,5,5,100,100,0,5,5
1,5,5,100,100,1,5,5
2,5,5,100,100,2,5,5
-2,0.1,6.25,100,100,-2.00000087942954,0.100000418589759,6.24999852899024
-1,0.1,6.25,100,100,-0.999999992094341,0.100000007115093,6.24999999550815
0,0.1,6.25,100,100,2.28015643220362e-06,0.0999999771984357,6.24999857490223
1,0.1,6.25,100,100,1,0.1,6.25
2,0.1,6.25,100,100,1.99983595361996,0.099998632946833,6.25128161234406
-2,1.325,6.25,100,100,-2.01563446818983,1.32240958555928,6.43325410381925
-1,1.325,6.25,100,100,-0.999586986805878,1.32532571722355,6.25351999881354
0,1.325,6.25,100,100,8.09500102321933e-31,1.325,6.25
1,1.325,6.25,100,100,1,1.325,6.25
2,1.325,6.25,100,100,2,1.325,6.25
-2,2.55,6.25,100,100,-1.99778130423648,2.54942560389546,6.24867701201287
-1,2.55,6.25,100,100,-1,2.55,6.25
0,2.55,6.25,100,100,0.0177523246480334,2.54551896787371,6.41659240596103
1,2.55,6.25,100,100,1.00000485235039,2.54999862516739,6.24999663031223
2,2.55,6.25,100,100,2.10510775414979,2.86027971470351,8.88290313496319
-2,3.775,6.25,100,100,-1.99854314340535,3.78116976935934,6.25935315684676
-1,3.775,6.25,100,100,-0.998664624134286,3.77466777767124,6.24941777964537
0,3.775,6.25,100,100,0.124536226000788,3.84110561831473,7.10327464994667
1,3.775,6.25,100,100,0.985955667874088,3.7829478152258,6.36969601243675
2,3.775,6.25,100,100,2.00007074298851,3.7749666181523,6.25082901939661
-2,5,6.25,100,100,-2,5,6.25
-1,5,6.25,100,100,-1,5,6.25
0,5,6.25,100,100,0,5,6.25
1,5,6.25,100,100,1,5,6.25
2,5,6.25,100,100,2,5,6.25
-2,0.1,7.5,100,100,-2,0.1,7.5
-1,0.1,7.5,100,100,-0.999999944404802,0.100000050035678,7.49999996209418
0,0.1,7.5,100,100,1.40078893133347e-06,0.0999999859950124,7.49999894951535
1,0.1,7.5,100,100,0.999999999805505,0.0999999997928679,7.49999999972521
2,0.1,7.5,100,100,1.70991896414206,0.0213018682014295,7.44473171815176
-2,1.325,7.5,100,100,-1.99442885672564,1.32879961783876,7.49670926453581
-1,1.325,7.5,100,100,-0.961259050593652,1.32192221919237,7.81790412878228
0,1.325,7.5,100,100,-0.00795805732826828,1.33136698691162,7.49184166546069
1,1.325,7.5,100,100,1.00129067682066,1.32624406904658,7.49892443598279
2,1.325,7.5,100,100,2.0000198347239,1.32499671487385,7.49998140494634
-2,2.55,7.5,100,100,-2.11714016877502,2.51266157120296,8.85443320146115
-1,2.55,7.5,100,100,-1.00041704873339,2.55012383715651,7.50122841467025
0,2.55,7.5,100,100,0.0113518301244552,2.54709885010649,7.60521106419705
1,2.55,7.5,100,100,1,2.55,7.5
2,2.55,7.5,100,100,2.06264299540459,2.539332506893,8.05350812509429
-2,3.775,7.5,100,100,-2.00021563109351,3.77489820379584,7.50249304568745
-1,3.775,7.5,100,100,-0.999530499523364,3.77483887597279,7.49967988603866
0,3.775,7.5,100,100,-0.00793144962307972,3.77968274038901,7.49318464432167
1,3.775,7.5,100,100,1,3.775,7.5
2,3.775,7.5,100,100,1.99041498032023,3.77622455657341,7.49152449915947
-2,5,7.5,100,100,-2.00082589275705,4.99948381702684,7.49922572554027
-1,5,7.5,100,100,-1.00051694314435,5.00023867010619,7.49969284502157
0,5,7.5,100,100,0.001858766422974,5.00092938321149,7.49860592518277
1,5,7.5,100,100,1.00287777172033,5.00159877018962,7.52957707598427
2,5,7.5,100,100,2,5,7.5
-2,0.1,8.75,100,100,-1.99999953373812,0.100000266013158,8.74999945670586
-1,0.1,8.75,100,100,-0.999999999999882,0.100000000000106,8.74999999999991
0,0.1,8.75,100,100,-0.000125992206804937,0.099998740077932,8.7511496788871
1,0.1,8.75,100,100,1.0000000000433,0.0999999999995189,8.74999999995791
2,0.1,8.75,100,100,2,0.1,8.75
-2,1.325,8.75,100,100,-2,1.325,8.75
-1,1.325,8.75,100,100,-0.997193466397313,1.32468729873905,8.74769248458289
0,1.325,8.75,100,100,-0.0622888221328663,1.31669807967127,9.3197577866194
1,1.325,8.75,100,100,0.999045996363478,1.32575236209785,8.74924113341805
2,1.325,8.75,100,100,2.07360937364183,1.26185291320559,8.93184862009552
-2,2.55,8.75,100,100,-2,2.55,8.75
-1,2.55,8.75,100,100,-0.99169677001593,2.54807516032187,8.81887906691331
0,2.55,8.75,100,100,-0.111430712819889,2.63301588105082,9.76680525448149
1,2.55,8.75,100,100,1.00132552211091,2.5511730167911,8.74879815786268
2,2.55,8.75,100,100,2,2.55,8.75
-2,3.775,8.75,100,100,-2.00043535262421,3.77487528243919,8.74961526146978
-1,3.775,8.75,100,100,-0.99835374469546,3.7759316308428,8.76365643604903
0,3.775,8.75,100,100,-0.193207204676776,3.88522650457013,9.68072605114565
1,3.775,8.75,100,100,0.912857910190085,3.59114449956958,9.84569491890231
2,3.775,8.75,100,100,2.0324117354841,3.75970571231844,9.11969635786551
-2,5,8.75,100,100,-1.99987991411762,5.00004982458934,8.75103629127968
-1,5,8.75,100,100,-0.942553862131807,5.02756887485627,8.87756890468523
0,5,8.75,100,100,-0.00622448036462155,4.99712514904844,8.74566461201153
1,5,8.75,100,100,1.00121505794141,5.00045767163441,8.74860544562675
2,5,8.75,100,100,2.002272947664,4.99857940771,8.7475139634925
-2,0.1,10,100,100,-1.99997376681498,0.100021642377639,10.0001253303179
-1,0.1,10,100,100,-0.999999971447891,0.100000025696898,9.99999997404354
0,0.1,10,100,100,0,0.1,10
1,0.1,10,100,100,1.00278450719381,0.0994819042557708,10.0373501195128
2,0.1,10,100,100,1.96382450737494,0.0365332139424842,9.89580851049341
-2,1.325,10,100,100,-1.9911650140801,1.32402447030468,10.0662623943993
-1,1.325,10,100,100,-0.997388676522837,1.32678091646061,9.99735839172634
0,1.325,10,100,100,0,1.325,10
1,1.325,10,100,100,0.998547896121498,1.32476993746176,9.99862946966593
2,1.325,10,100,100,2.01978574530819,1.32997393598851,10.3914008527244
-2,2.55,10,100,100,-2.06657038260213,2.37791903244209,12.1815364885946
-1,2.55,10,100,100,-0.681068633022555,2.49801141380198,12.4613928742675
0,2.55,10,100,100,0.121937095643659,2.51890604061087,11.0974338607929
1,2.55,10,100,100,0.991911327870258,2.55765470009719,9.99191669727178
2,2.55,10,100,100,1.99367996143523,2.54865699180499,10.0474002892358
-2,3.775,10,100,100,-1.89470671091125,3.74187648614083,10.7896996681656
-1,3.775,10,100,100,-0.999471438239272,3.7752991179055,9.99951948930843
0,3.775,10,100,100,-0.000262567856722619,3.77516344829788,10.0023631116486
1,3.775,10,100,100,1,3.775,10
2,3.775,10,100,100,1.36778606046908,4.10296098113167,14.7416045464819
-2,5,10,100,100,-2.08856358321572,5.07195078082715,10.9874369048572
-1,5,10,100,100,-1,5,10
0,5,10,100,100,-0.000493720686194235,5.0002468603431,10.0044434861757
1,5,10,100,100,0.999345522114913,4.99944511658954,9.99920383335157
2,5,10,100,100,2.00168397076186,5.00105248172616,9.99789503654768
-2,0.1,5,10,10,-0.215415916157517,0.0583951414424007,4.1639865503152
-1,0.1,5,10,10,-1,0.1,5
0,0.1,5,10,10,0,0.1,5
1,0.1,5,10,10,1.00608676268243,0.100713295165654,5.051010361857
2,0.1,5,10,10,2.00214113976413,0.0999732357529484,5.00885726222897
-2,1.325,5,10,10,-2,1.325,5
-1,1.325,5,10,10,-0.99999999999493,1.32499999999947,4.99999999999892
0,1.325,5,10,10,2.99184707661547e-11,1.32500000003058,5.00000000000217
1,1.325,5,10,10,1,1.325,5
2,1.325,5,10,10,1.99770053661365,1.32666232040639,5.01820408514197
-2,2.55,5,10,10,-2,2.55,5
-1,2.55,5,10,10,-1.20596994331911,2.5009921330003,7.17312465654929
0,2.55,5,10,10,-3.64821650412016e-06,2.55000271533932,4.99999817148863
1,2.55,5,10,10,1.00002544541431,2.55002114960371,4.99998589526457
2,2.55,5,10,10,2,2.55,5
-2,3.775,5,10,10,-2,3.775,5
-1,3.775,5,10,10,-1,3.775,5
0,3.775,5,10,10,0,3.775,5
1,3.775,5,10,10,1,3.775,5
2,3.775,5,10,10,2,3.775,5
-2,5,5,10,10,-2,5,5
-1,5,5,10,10,-1,5,5
0,5,5,10,10,0,5,5
1,5,5,10,10,1,5,5
2,5,5,10,10,2,5,5
-2,0.1,6.25,10,10,-2.00000002569115,0.0999999973373461,6.24999999133648
-1,0.1,6.25,10,10,2.62925204477438,0.0670067995929602,12.9174101342452
0,0.1,6.25,10,10,2.33337210407478e-12,0.10000000000231,6.25000000000082
1,0.1,6.25,10,10,0.598006802703893,0.233165152580836,6.70893306080431
2,0.1,6.25,10,10,1.7666196611159,0.25646834100623,6.87607800071224
-2,1.325,6.25,10,10,-2,1.325,6.25
-1,1.325,6.25,10,10,-0.44083932933913,1.05187839538571,10.3460255473697
0,1.325,6.25,10,10,0,1.325,6.25
1,1.325,6.25,10,10,0.330885176088769,1.8778018451773,11.88392188827
2,1.325,6.25,10,10,2.00000001773665,1.32500001380184,6.24999999186582
-2,2.55,6.25,10,10,-1.99998067070595,2.55001200027006,6.24998993265935
-1,2.55,6.25,10,10,-1,2.55,6.25
0,2.55,6.25,10,10,0,2.55,6.25
1,2.55,6.25,10,10,0.689289338302038,2.77376204557631,8.82161662554294
2,2.55,6.25,10,10,1.73462697951882,2.75456320880674,8.61656035199859
-2,3.775,6.25,10,10,-2.00000000000001,3.77499999999999,6.24999999999999
-1,3.775,6.25,10,10,-0.925149374473036,3.81735864944594,6.88793146755935
0,3.775,6.25,10,10,-0.526325592760483,4.10262735270884,11.1846068219716
1,3.775,6.25,10,10,1.33356699844004,3.62730744616497,9.70013787176993
2,3.775,6.25,10,10,2.0010031651094,3.77578058804525,6.26175584040401
-2,5,6.25,10,10,-2,5,6.25
-1,5,6.25,10,10,-1,5,6.25
0,5,6.25,10,10,0,5,6.25
1,5,6.25,10,10,1,5,6.25
2,5,6.25,10,10,2,5,6.25
-2,0.1,7.5,10,10,-2.00000054984864,0.0999999074428266,7.4999995279701
-1,0.1,7.5,10,10,-0.999999941365692,0.0999999994669608,7.49999996002206
0,0.1,7.5,10,10,-2.20286518198974e-12,0.100000000000184,7.49999999999918
1,0.1,7.5,10,10,1.00289808290292,0.109527313925417,7.53372057153982
2,0.1,7.5,10,10,1.93041556368362,0.150520593432703,7.65446134068735
-2,1.325,7.5,10,10,-1.99996310381676,1.3250266728658,7.50027022371972
-1,1.325,7.5,10,10,-0.361088463556879,1.83157379360599,12.6448979108581
0,1.325,7.5,10,10,-9.34891023094974e-08,1.3250000811018,7.49999992988317
1,1.325,7.5,10,10,0.999999999999999,1.325,7.5
2,1.325,7.5,10,10,1.90635146786917,1.39329950297311,8.21741652461239
-2,2.55,7.5,10,10,-1.99999381586553,2.55000383931682,7.50004766936986
-1,2.55,7.5,10,10,-1.02133154684306,2.55679225563858,7.5170286081351
0,2.55,7.5,10,10,-8.57405304077071e-06,2.55001017564414,7.49998850499261
1,2.55,7.5,10,10,0.973617558517931,2.56786810809467,7.72185234882649
2,2.55,7.5,10,10,2,2.55,7.5
-2,3.775,7.5,10,10,-2.00000000003337,3.77499999998682,7.49999999996211
-1,3.775,7.5,10,10,-0.528279271961134,4.03916039091422,11.4871935696983
0,3.775,7.5,10,10,-8.04576935337464e-06,3.77500503895457,7.49999395478672
1,3.775,7.5,10,10,1.00088903641424,3.77561491685318,7.50913731870191
2,3.775,7.5,10,10,1.98930503021625,3.77013240423213,7.54980519485323
-2,5,7.5,10,10,-1.99985100106466,4.99981280657768,7.49964420168436
-1,5,7.5,10,10,-0.999984180512121,5.00001346566117,7.49998246755373
0,5,7.5,10,10,-3.3722650061058e-05,4.99998310151249,7.49997477234789
1,5,7.5,10,10,0.982478644662695,5.00918246386075,7.57639272044056
2,5,7.5,10,10,2.01385954458046,4.99133778463721,7.60957025281552
-2,0.1,8.75,10,10,-2.00000000002871,0.0999999999938477,8.75000000001344
-1,0.1,8.75,10,10,-3.50806906561661,3.11853606269706,8.94794119905486
0,0.1,8.75,10,10,0,0.1,8.75
1,0.1,8.75,10,10,0.955301145027323,0.179188978729665,8.85146861983511
2,0.1,8.75,10,10,1.99999999998922,0.100000000008894,8.7499999999942
-2,1.325,8.75,10,10,-2,1.325,8.75
-1,1.325,8.75,10,10,-1.00233453743888,1.32754717720486,8.76898977397639
0,1.325,8.75,10,10,-0.0237210588773745,1.32330561301249,8.96645466225604
1,1.325,8.75,10,10,0.999967464556224,1.32501551126027,8.74997614655112
2,1.325,8.75,10,10,-0.255127167199552,0.726050388893603,7.2518032662481
-2,2.55,8.75,10,10,-1.93599732661513,2.52611613345327,8.970220886376
-1,2.55,8.75,10,10,-1.01528080631711,2.54821567368779,8.88848811134886
0,2.55,8.75,10,10,0,2.55,8.75
1,2.55,8.75,10,10,0.94274756530106,3.31464739590945,9.62848953552225
2,2.55,8.75,10,10,1.98872551305547,2.55699957731139,8.83573307780734
-2,3.775,8.75,10,10,-2,3.775,8.75
-1,3.775,8.75,10,10,-0.99985052604155,3.77508458867194,8.75123995442805
0,3.775,8.75,10,10,9.08557325767602e-06,3.7749965701961,8.7499920501234
1,3.775,8.75,10,10,1.00003407862761,3.77502357105069,8.74996686800088
2,3.775,8.75,10,10,1.99999986388522,3.77500007060954,8.74999990074964
-2,5,8.75,10,10,-2.00000729810005,4.99997959802087,8.74998102483257
-1,5,8.75,10,10,0.380456062546047,5.10545289755781,14.9738965070676
0,5,8.75,10,10,-4.94066756589056e-07,5.00000024703338,8.74999956769159
1,5,8.75,10,10,1,5,8.75
2,5,8.75,10,10,2.00221713663841,4.998614289601,8.77528921478183
-2,0.1,10,10,10,-9.9655844239494,9.94609011753226,29.5190739830025
-1,0.1,10,10,10,-0.999794757432897,0.0999915747502879,10.00393467835
0,0.1,10,10,10,-3.44148626303997e-08,0.0999999996525347,9.99999996525347
1,0.1,10,10,10,0.999999936033678,0.099999999418488,9.9999999802501
2,0.1,10,10,10,1.99999976556797,0.100000193406422,9.99999980463998
-2,1.325,10,10,10,-2,1.325,10
-1,1.325,10,10,10,-0.999999545857968,1.32500035811601,9.99999958718951
0,1.325,10,10,10,-4.826909280291e-10,1.32500000041873,9.99999999951731
1,1.325,10,10,10,1.00207294517281,1.3246930501194,10.020738122732
2,1.325,10,10,10,2.00137554879522,1.32649161072482,10.0154749239463
-2,2.55,10,10,10,-0.623856873400623,2.25756958559763,20.3210734494953
-1,2.55,10,10,10,-0.997239665720596,2.55228748397962,10.0238821116199
0,2.55,10,10,10,2.89052770024351e-08,2.54999999262915,9.99999997109472
1,2.55,10,10,10,1,2.55,10
2,2.55,10,10,10,2,2.55,10
-2,3.775,10,10,10,-2.0000182438934,3.77501419602955,9.99997719513325
-1,3.775,10,10,10,-1.01716906860266,3.77853306005769,10.1971725071271
0,3.775,10,10,10,0.000100555744917122,3.77496003781286,9.99995788846377
1,3.775,10,10,10,1.00001560986153,3.77501079682089,9.99998265570941
2,3.775,10,10,10,2.07345543606062,3.83215751118467,10.826373655682
-2,5,10,10,10,-2.51000925452513,4.6810151210361,15.7411891915207
-1,5,10,10,10,-0.901339290550966,4.95515422297771,10.8072239864012
0,5,10,10,10,-2.57726553857373e-33,5,10
1,5,10,10,10,6.36096366978365,1.97614165402601,3.93445702052075
2,5,10,10,10,2,5,10
-2,0.1,5,100,10,-1.9999999999995,0.100000000000931,5.00000000000116
-1,0.1,5,100,10,-1.00000013730794,0.0999999984743105,4.99999992371775
0,0.1,5,100,10,0,0.1,5
1,0.1,5,100,10,1.0015208329776,0.101672916275363,5.01605323698581
2,0.1,5,100,10,1.96334307026977,0.00383856897531473,5.06392280928484
-2,1.325,5,100,10,-2.05734887567529,1.31550166306679,5.68101763249579
-1,1.325,5,100,10,-1.00005607778531,1.32505404544002,4.99996885831162
0,1.325,5,100,10,0,1.325,5
1,1.325,5,100,10,1.00473026856754,1.32955945331371,5.04993061265739
2,1.325,5,100,10,2.00000000000003,1.32500000000003,4.99999999999998
-2,2.55,5,100,10,-2.0001282607261,2.54995911689356,5.00152309612241
-1,2.55,5,100,10,-1.14588854862492,2.67076329858396,6.53993467992968
0,2.55,5,100,10,0,2.55,5
1,2.55,5,100,10,1.31355361939587,2.73064489310918,6.32223292454952
2,2.55,5,100,10,2.00000907957567,2.55000845535484,4.99999432526521
-2,3.775,5,100,10,-2,3.775,5
-1,3.775,5,100,10,-1,3.775,5
0,3.775,5,100,10,0,3.775,5
1,3.775,5,100,10,1,3.775,5
2,3.775,5,100,10,2,3.775,5
-2,5,5,100,10,-2,5,5
-1,5,5,100,10,-1,5,5
0,5,5,100,10,0,5,5
1,5,5,100,10,1,5,5
2,5,5,100,10,2,5,5
-2,0.1,6.25,100,10,-2,0.1,6.25
-1,0.1,6.25,100,10,-0.999999870978543,0.100000595463159,6.24999962407629
0,0.1,6.25,100,10,1.22916194806474e-06,0.100001173941444,6.24999875002278
1,0.1,6.25,100,10,0.86400773921412,0.00110734058100546,5.90172698137394
2,0.1,6.25,100,10,1.88551525295528,0.00986278204190576,6.6519288044128
-2,1.325,6.25,100,10,-2,1.325,6.25
-1,1.325,6.25,100,10,-0.999023472284884,1.32578305784615,6.24960849888412
0,1.325,6.25,100,10,0.0217838298929878,1.32211364253918,6.45422340524676
1,1.325,6.25,100,10,0.999960603208835,1.32503181673762,6.24997750103429
2,1.325,6.25,100,10,2.00016421013173,1.32521081444293,6.2498625179139
-2,2.55,6.25,100,10,-1.65760977683236,2.57278230594912,6.89134959972083
-1,2.55,6.25,100,10,6.29189542522615,0.844481852918211,2.33277098561905
0,2.55,6.25,100,10,-0.0192844650638683,2.57312460051596,6.51618529076171
1,2.55,6.25,100,10,1.0005034896677,2.55041677755827,6.25524468403857
2,2.55,6.25,100,10,2.07106152095332,2.57436153929383,6.68633680818648
-2,3.775,6.25,100,10,-2.0058175423921,3.77952677517385,6.31817432490737
-1,3.775,6.25,100,10,-0.986904268374021,3.78241097551227,6.36161131730065
0,3.775,6.25,100,10,-8.28320245114246e-06,3.77499687309108,6.24999482299847
1,3.775,6.25,100,10,1.26806373487817,3.69494817903484,7.17383605515827
2,3.775,6.25,100,10,1.99993460160486,3.77449792877649,6.24970133288863
-2,5,6.25,100,10,-2,5,6.25
-1,5,6.25,100,10,-1,5,6.25
0,5,6.25,100,10,0,5,6.25
1,5,6.25,100,10,1,5,6.25
2,5,6.25,100,10,2,5,6.25
-2,0.1,7.5,100,10,-2.00000086586954,0.100000096330225,7.49999827937866
-1,0.1,7.5,100,10,-0.999962479635528,0.100033768328025,7.50015586956083
0,0.1,7.5,100,10,-0.000426287737164011,0.0999957371226284,7.50073385542081
1,0.1,7.5,100,10,1,0.1,7.5
2,0.1,7.5,100,10,2.00005697991346,0.0999992877510818,7.50065883024937
-2,1.325,7.5,100,10,-2,1.325,7.5
-1,1.325,7.5,100,10,-0.97639039810178,1.34361939058791,7.69853528868958
0,1.325,7.5,100,10,0.000132316802624011,1.32498246716733,7.49990073766152
1,1.325,7.5,100,10,1,1.325,7.5
2,1.325,7.5,100,10,2.0002010505991,1.32514347510417,7.49968419633817
-2,2.55,7.5,100,10,-2,2.55,7.5
-1,2.55,7.5,100,10,-1,2.55,7.5
0,2.55,7.5,100,10,0,2.55,7.5
1,2.55,7.5,100,10,1.0040592386291,2.54884988238842,7.54171995257684
2,2.55,7.5,100,10,1.99993342151912,2.55004133414027,7.49995838844956
-2,3.775,7.5,100,10,-1.82256404503852,3.86848220806213,8.87276120359428
-1,3.775,7.5,100,10,-0.790596353306945,3.70103986410342,9.2752595560534
0,3.775,7.5,100,10,3.66938582347066e-30,3.775,7.5
1,3.775,7.5,100,10,1,3.775,7.5
2,3.775,7.5,100,10,1.90842765443621,3.74619286629139,8.20587016372086
-2,5,7.5,100,10,-1.98298545646506,4.99462859145319,7.61584268629117
-1,5,7.5,100,10,-0.907492200850974,4.51396844641703,7.49164113190931
0,5,7.5,100,10,-0.171351705974859,4.91643525053019,9.08326903458377
1,5,7.5,100,10,1.00000061084425,4.99999966064208,7.50000627812144
2,5,7.5,100,10,1.99999939346337,4.99999974727641,7.50000467538649
-2,0.1,8.75,100,10,4.00005157949169,0.0519628544778586,4.37436978458136
-1,0.1,8.75,100,10,-1,0.1,8.75
0,0.1,8.75,100,10,2.64496188060622e-10,0.100000000261851,8.75000000015236
1,0.1,8.75,100,10,1,0.1,8.75
2,0.1,8.75,100,10,2.00000038393287,0.0999999952008391,8.74999958007342
-2,1.325,8.75,100,10,-2.00466379898239,1.33003726148288,8.80330612604494
-1,1.325,8.75,100,10,-1.00012133352294,1.32511695203461,8.7498820368527
0,1.325,8.75,100,10,0,1.325,8.75
1,1.325,8.75,100,10,1,1.325,8.75
2,1.325,8.75,100,10,1.99978688356355,1.32497646839348,8.74984460259842
-2,2.55,8.75,100,10,3.25332096534462,1.2342913470125,4.75419160295813
-1,2.55,8.75,100,10,-0.999278744454353,2.55048848671046,8.75598314259457
0,2.55,8.75,100,10,0.0786100943694456,2.60856452030524,9.46731711112119
1,2.55,8.75,100,10,1.00036990499053,2.55030619913105,8.74964037014809
2,2.55,8.75,100,10,1.59848950608316,2.46467902004267,11.8031527141593
-2,3.775,8.75,100,10,-2.00000000010364,3.77500000021779,8.74999999986724
-1,3.775,8.75,100,10,-0.972861505821389,3.76568656222507,8.97512614489075
0,3.775,8.75,100,10,0.000350284538913795,3.77484379325262,8.74958614025414
1,3.775,8.75,100,10,0.962035623381905,3.66225852467456,9.59366420742706
2,3.775,8.75,100,10,1.99691038747272,3.77516015766561,8.76857668825394
-2,5,8.75,100,10,-2.0013671291353,4.99914565334715,8.76559331918304
-1,5,8.75,100,10,-0.999847856600035,5.00006915609089,8.74987897684094
0,5,8.75,100,10,-0.000179821946498682,5.00008857777068,8.74983793246778
1,5,8.75,100,10,1,5,8.75
2,5,8.75,100,10,2.1360627972956,4.91496075169025,10.301966281653
-2,0.1,10,100,10,-1.9999680055227,0.10003459511915,9.99998179076531
-1,0.1,10,100,10,-1.00000037550528,0.0999999958328703,9.99999958274553
0,0.1,10,100,10,0.0158323779260147,0.0998417157579431,10.1054123880307
1,0.1,10,100,10,1.00000000011329,0.0999999999987412,9.99999999987412
2,0.1,10,100,10,1.9857788049018,0.099854929187839,10.1305637309449
-2,1.325,10,100,10,-1.9828747123791,1.33738015584261,10.1284396571567
-1,1.325,10,100,10,-1.01668545598853,1.45127108552702,10.580076819608
0,1.325,10,100,10,-0.0138492601549747,1.32316497302947,10.1246433413948
1,1.325,10,100,10,0.977441117810383,1.34436016204078,10.1027519451952
2,1.325,10,100,10,1.99949386141194,1.32494417775564,9.99957811333148
-2,2.55,10,100,10,-1.99821502373295,2.54598031953361,10.0086069997174
-1,2.55,10,100,10,-0.999306720154483,2.55046952834299,9.99936973656411
0,2.55,10,100,10,3.12347746645727e-21,2.55,10
1,2.55,10,100,10,1.02269247677022,2.5346785978224,10.0668228825692
2,2.55,10,100,10,2.02892537782122,2.56667493296903,10.0329908393511
