"","ld2","Var1","Var2","Var3"
"226",111.492936772488,1,0.1,5.5
"227",111.675258329282,1.2,0.1,5.5
"228",111.829409009109,1.4,0.1,5.5
"229",111.962940401734,1.6,0.1,5.5
"230",112.08072343739,1.8,0.1,5.5
"231",112.186083953048,2,0.1,5.5
"232",122.128286693773,0,0.2,5.5
"233",120.518848781339,0.2,0.2,5.5
"234",121.211995961899,0.4,0.2,5.5
"235",121.617461070007,0.6,0.2,5.5
"236",121.905143142459,0.8,0.2,5.5
"237",122.128286693773,1,0.2,5.5
"238",122.310608250567,1.2,0.2,5.5
"239",122.464758930394,1.4,0.2,5.5
"240",122.598290323019,1.6,0.2,5.5
"241",122.716073358675,1.8,0.2,5.5
"242",122.821433874333,2,0.2,5.5
"243",129.673522768336,0,0.3,5.5
"244",128.064084855902,0.2,0.3,5.5
"245",128.757232036462,0.4,0.3,5.5
"246",129.16269714457,0.6,0.3,5.5
"247",129.450379217022,0.8,0.3,5.5
"248",129.673522768336,1,0.3,5.5
"249",129.85584432513,1.2,0.3,5.5
"250",130.009995004957,1.4,0.3,5.5
"251",130.143526397582,1.6,0.3,5.5
"252",130.261309433238,1.8,0.3,5.5
"253",130.366669948896,2,0.3,5.5
"254",135.209485213153,0,0.4,5.5
"255",133.600047300719,0.2,0.4,5.5
"256",134.293194481279,0.4,0.4,5.5
"257",134.698659589387,0.6,0.4,5.5
"258",134.986341661839,0.8,0.4,5.5
"259",135.209485213153,1,0.4,5.5
"260",135.391806769947,1.2,0.4,5.5
"261",135.545957449774,1.4,0.4,5.5
"262",135.679488842399,1.6,0.4,5.5
"263",135.797271878055,1.8,0.4,5.5
"264",135.902632393713,2,0.4,5.5
"265",139.248649741393,0,0.5,5.5
"266",137.639211828959,0.2,0.5,5.5
"267",138.332359009519,0.4,0.5,5.5
"268",138.737824117627,0.6,0.5,5.5
"269",139.025506190079,0.8,0.5,5.5
"270",139.248649741393,1,0.5,5.5
"271",139.430971298187,1.2,0.5,5.5
"272",139.585121978014,1.4,0.5,5.5
"273",139.718653370639,1.6,0.5,5.5
"274",139.836436406295,1.8,0.5,5.5
"275",139.941796921953,2,0.5,5.5
"276",142.092150855453,0,0.6,5.5
"277",140.482712943019,0.2,0.6,5.5
"278",141.175860123579,0.4,0.6,5.5
"279",141.581325231687,0.6,0.6,5.5
"280",141.869007304139,0.8,0.6,5.5
"281",142.092150855453,1,0.6,5.5
"282",142.274472412247,1.2,0.6,5.5
"283",142.428623092075,1.4,0.6,5.5
"284",142.562154484699,1.6,0.6,5.5
"285",142.679937520355,1.8,0.6,5.5
"286",142.785298036013,2,0.6,5.5
"287",143.938317737924,0,0.7,5.5
"288",142.32887982549,0.2,0.7,5.5
"289",143.02202700605,0.4,0.7,5.5
"290",143.427492114158,0.6,0.7,5.5
"291",143.71517418661,0.8,0.7,5.5
"292",143.938317737924,1,0.7,5.5
"293",144.120639294718,1.2,0.7,5.5
"294",144.274789974545,1.4,0.7,5.5
"295",144.40832136717,1.6,0.7,5.5
"296",144.526104402826,1.8,0.7,5.5
"297",144.631464918484,2,0.7,5.5
"298",144.927498332458,0,0.8,5.5
"299",143.318060420024,0.2,0.8,5.5
"300",144.011207600584,0.4,0.8,5.5
"301",144.416672708692,0.6,0.8,5.5
"302",144.704354781144,0.8,0.8,5.5
"303",144.927498332458,1,0.8,5.5
"304",145.109819889252,1.2,0.8,5.5
"305",145.263970569079,1.4,0.8,5.5
"306",145.397501961704,1.6,0.8,5.5
"307",145.51528499736,1.8,0.8,5.5
"308",145.620645513018,2,0.8,5.5
"309",145.164025835643,0,0.9,5.5
"310",143.554587923209,0.2,0.9,5.5
"311",144.247735103769,0.4,0.9,5.5
"312",144.653200211877,0.6,0.9,5.5
"313",144.940882284329,0.8,0.9,5.5
"314",145.164025835643,1,0.9,5.5
"315",145.346347392437,1.2,0.9,5.5
"316",145.500498072264,1.4,0.9,5.5
"317",145.634029464889,1.6,0.9,5.5
"318",145.751812500545,1.8,0.9,5.5
"319",145.857173016203,2,0.9,5.5
"320",144.72819632381,0,1,5.5
"321",143.118758411376,0.2,1,5.5
"322",143.811905591936,0.4,1,5.5
"323",144.217370700044,0.6,1,5.5
"324",144.505052772496,0.8,1,5.5
"325",144.72819632381,1,1,5.5
"326",144.910517880604,1.2,1,5.5
"327",145.064668560431,1.4,1,5.5
"328",145.198199953056,1.6,1,5.5
"329",145.315982988712,1.8,1,5.5
"330",145.42134350437,2,1,5.5
"331",111.755222932808,0,0.1,5.75
"332",110.145785020374,0.2,0.1,5.75
"333",110.838932200934,0.4,0.1,5.75
"334",111.244397309042,0.6,0.1,5.75
"335",111.532079381494,0.8,0.1,5.75
"336",111.755222932808,1,0.1,5.75
"337",111.937544489602,1.2,0.1,5.75
"338",112.091695169429,1.4,0.1,5.75
"339",112.225226562054,1.6,0.1,5.75
"340",112.34300959771,1.8,0.1,5.75
"341",112.448370113368,2,0.1,5.75
"342",122.652984106475,0,0.2,5.75
"343",121.043546194041,0.2,0.2,5.75
"344",121.7366933746,0.4,0.2,5.75
"345",122.142158482709,0.6,0.2,5.75
"346",122.42984055516,0.8,0.2,5.75
"347",122.652984106475,1,0.2,5.75
"348",122.835305663269,1.2,0.2,5.75
"349",122.989456343096,1.4,0.2,5.75
"350",123.12298773572,1.6,0.2,5.75
"351",123.240770771377,1.8,0.2,5.75
"352",123.346131287035,2,0.2,5.75
"353",130.460884243283,0,0.3,5.75
"354",128.851446330849,0.2,0.3,5.75
"355",129.544593511409,0.4,0.3,5.75
"356",129.950058619517,0.6,0.3,5.75
"357",130.237740691969,0.8,0.3,5.75
"358",130.460884243283,1,0.3,5.75
"359",130.643205800077,1.2,0.3,5.75
"360",130.797356479904,1.4,0.3,5.75
"361",130.930887872529,1.6,0.3,5.75
"362",131.048670908185,1.8,0.3,5.75
"363",131.154031423843,2,0.3,5.75
"364",136.259896529494,0,0.4,5.75
"365",134.65045861706,0.2,0.4,5.75
"366",135.34360579762,0.4,0.4,5.75
"367",135.749070905728,0.6,0.4,5.75
"368",136.03675297818,0.8,0.4,5.75
"369",136.259896529494,1,0.4,5.75
"370",136.442218086288,1.2,0.4,5.75
"371",136.596368766115,1.4,0.4,5.75
"372",136.72990015874,1.6,0.4,5.75
"373",136.847683194396,1.8,0.4,5.75
"374",136.953043710054,2,0.4,5.75
"375",140.562644810025,0,0.5,5.75
"376",138.953206897591,0.2,0.5,5.75
"377",139.646354078151,0.4,0.5,5.75
"378",140.051819186259,0.6,0.5,5.75
"379",140.339501258711,0.8,0.5,5.75
"380",140.562644810025,1,0.5,5.75
"381",140.744966366819,1.2,0.5,5.75
"382",140.899117046646,1.4,0.5,5.75
"383",141.032648439271,1.6,0.5,5.75
"384",141.150431474927,1.8,0.5,5.75
"385",141.255791990585,2,0.5,5.75
"386",143.670399192183,0,0.6,5.75
"387",142.060961279749,0.2,0.6,5.75
"388",142.754108460309,0.4,0.6,5.75
"389",143.159573568417,0.6,0.6,5.75
"390",143.447255640869,0.8,0.6,5.75
"391",143.670399192183,1,0.6,5.75
"392",143.852720748977,1.2,0.6,5.75
"393",144.006871428804,1.4,0.6,5.75
"394",144.140402821428,1.6,0.6,5.75
"395",144.258185857085,1.8,0.6,5.75
"396",144.363546372743,2,0.6,5.75
"397",145.781674837384,0,0.7,5.75
"398",144.17223692495,0.2,0.7,5.75
"399",144.86538410551,0.4,0.7,5.75
"400",145.270849213618,0.6,0.7,5.75
"401",145.55853128607,0.8,0.7,5.75
"402",145.781674837384,1,0.7,5.75
"403",145.963996394178,1.2,0.7,5.75
"404",146.118147074006,1.4,0.7,5.75
"405",146.25167846663,1.6,0.7,5.75
"406",146.369461502286,1.8,0.7,5.75
"407",146.474822017944,2,0.7,5.75
"408",147.037002816936,0,0.8,5.75
"409",145.427564904502,0.2,0.8,5.75
"410",146.120712085061,0.4,0.8,5.75
"411",146.52617719317,0.6,0.8,5.75
"412",146.813859265621,0.8,0.8,5.75
"413",147.037002816936,1,0.8,5.75
"414",147.21932437373,1.2,0.8,5.75
"415",147.373475053557,1.4,0.8,5.75
"416",147.507006446181,1.6,0.8,5.75
"417",147.624789481838,1.8,0.8,5.75
"418",147.730149997496,2,0.8,5.75
"419",147.540929833181,0,0.9,5.75
"420",145.931491920747,0.2,0.9,5.75
"421",146.624639101307,0.4,0.9,5.75
"422",147.030104209415,0.6,0.9,5.75
"423",147.317786281867,0.8,0.9,5.75
"424",147.540929833181,1,0.9,5.75
"425",147.723251389975,1.2,0.9,5.75
"426",147.877402069803,1.4,0.9,5.75
"427",148.010933462427,1.6,0.9,5.75
"428",148.128716498084,1.8,0.9,5.75
"429",148.234077013741,2,0.9,5.75
"430",147.374069994071,0,1,5.75
"431",145.764632081637,0.2,1,5.75
"432",146.457779262197,0.4,1,5.75
"433",146.863244370305,0.6,1,5.75
"434",147.150926442757,0.8,1,5.75
"435",147.374069994071,1,1,5.75
"436",147.556391550865,1.2,1,5.75
"437",147.710542230692,1.4,1,5.75
"438",147.844073623316,1.6,1,5.75
"439",147.961856658973,1.8,1,5.75
"440",148.067217174631,2,1,5.75
"441",112.006342876751,0,0.1,6
"442",110.396904964317,0.2,0.1,6
"443",111.090052144877,0.4,0.1,6
"444",111.495517252985,0.6,0.1,6
"445",111.783199325437,0.8,0.1,6
"446",112.006342876751,1,0.1,6
"447",112.188664433545,1.2,0.1,6
"448",112.342815113373,1.4,0.1,6
"449",112.476346505997,1.6,0.1,6
"450",112.594129541654,1.8,0.1,6
"451",112.699490057311,2,0.1,6
"452",123.155333730037,0,0.2,6
"453",121.545895817603,0.2,0.2,6
"454",122.239042998163,0.4,0.2,6
"455",122.644508106271,0.6,0.2,6
"456",122.932190178722,0.8,0.2,6
"457",123.155333730037,1,0.2,6
"458",123.337655286831,1.2,0.2,6
"459",123.491805966658,1.4,0.2,6
"460",123.625337359282,1.6,0.2,6
"461",123.743120394939,1.8,0.2,6
"462",123.848480910597,2,0.2,6
"463",131.214685130018,0,0.3,6
"464",129.605247217584,0.2,0.3,6
"465",130.298394398144,0.4,0.3,6
"466",130.703859506253,0.6,0.3,6
"467",130.991541578704,0.8,0.3,6
"468",131.214685130018,1,0.3,6
"469",131.397006686812,1.2,0.3,6
"470",131.55115736664,1.4,0.3,6
"471",131.684688759264,1.6,0.3,6
"472",131.802471794921,1.8,0.3,6
"473",131.907832310578,2,0.3,6
"474",137.265486335244,0,0.4,6
"475",135.65604842281,0.2,0.4,6
"476",136.34919560337,0.4,0.4,6
"477",136.754660711478,0.6,0.4,6
"478",137.042342783929,0.8,0.4,6
"479",137.265486335244,1,0.4,6
"480",137.447807892038,1.2,0.4,6
"481",137.601958571865,1.4,0.4,6
"482",137.735489964489,1.6,0.4,6
"483",137.853273000146,1.8,0.4,6
"484",137.958633515804,2,0.4,6
"485",141.820483599528,0,0.5,6
"486",140.211045687094,0.2,0.5,6
"487",140.904192867654,0.4,0.5,6
"488",141.309657975762,0.6,0.5,6
"489",141.597340048214,0.8,0.5,6
"490",141.820483599528,1,0.5,6
"491",142.002805156322,1.2,0.5,6
"492",142.156955836149,1.4,0.5,6
"493",142.290487228774,1.6,0.5,6
"494",142.40827026443,1.8,0.5,6
"495",142.513630780088,2,0.5,6
"496",145.181082393566,0,0.6,6
"497",143.571644481132,0.2,0.6,6
"498",144.264791661692,0.4,0.6,6
"499",144.6702567698,0.6,0.6,6
"500",144.957938842252,0.8,0.6,6
"501",145.181082393566,1,0.6,6
"502",145.36340395036,1.2,0.6,6
"503",145.517554630187,1.4,0.6,6
"504",145.651086022812,1.6,0.6,6
"505",145.768869058468,1.8,0.6,6
"506",145.874229574126,2,0.6,6
"507",147.545939035715,0,0.7,6
"508",145.93650112328,0.2,0.7,6
"509",146.62964830384,0.4,0.7,6
"510",147.035113411949,0.6,0.7,6
"511",147.3227954844,0.8,0.7,6
"512",147.545939035715,1,0.7,6
"513",147.728260592509,1.2,0.7,6
"514",147.882411272336,1.4,0.7,6
"515",148.01594266496,1.6,0.7,6
"516",148.133725700617,1.8,0.7,6
"517",148.239086216275,2,0.7,6
"518",149.055746195005,0,0.8,6
"519",147.446308282571,0.2,0.8,6
"520",148.139455463131,0.4,0.8,6
"521",148.544920571239,0.6,0.8,6
"522",148.832602643691,0.8,0.8,6
"523",149.055746195005,1,0.8,6
"524",149.238067751799,1.2,0.8,6
"525",149.392218431627,1.4,0.8,6
"526",149.525749824251,1.6,0.8,6
"527",149.643532859908,1.8,0.8,6
"528",149.748893375565,2,0.8,6
"529",149.815230431524,0,0.9,6
"530",148.20579251909,0.2,0.9,6
"531",148.89893969965,0.4,0.9,6
"532",149.304404807758,0.6,0.9,6
"533",149.59208688021,0.8,0.9,6
"534",149.815230431524,1,0.9,6
"535",149.997551988318,1.2,0.9,6
"536",150.151702668145,1.4,0.9,6
"537",150.28523406077,1.6,0.9,6
"538",150.403017096426,1.8,0.9,6
"539",150.508377612084,2,0.9,6
"540",149.905209639049,0,1,6
"541",148.295771726615,0.2,1,6
"542",148.988918907175,0.4,1,6
"543",149.394384015283,0.6,1,6
"544",149.682066087735,0.8,1,6
"545",149.905209639049,1,1,6
"546",150.087531195843,1.2,1,6
"547",150.24168187567,1.4,1,6
"548",150.375213268295,1.6,1,6
"549",150.492996303951,1.8,1,6
"550",150.598356819609,2,1,6
"551",112.24720871982,0,0.1,6.25
"552",110.637770807386,0.2,0.1,6.25
"553",111.330917987946,0.4,0.1,6.25
"554",111.736383096054,0.6,0.1,6.25
"555",112.024065168506,0.8,0.1,6.25
"556",112.24720871982,1,0.1,6.25
"557",112.429530276614,1.2,0.1,6.25
"558",112.583680956442,1.4,0.1,6.25
"559",112.717212349066,1.6,0.1,6.25
"560",112.834995384723,1.8,0.1,6.25
"561",112.94035590038,2,0.1,6.25
"562",123.637162211495,0,0.2,6.25
"563",122.027724299061,0.2,0.2,6.25
"564",122.720871479621,0.4,0.2,6.25
"565",123.126336587729,0.6,0.2,6.25
"566",123.41401866018,0.8,0.2,6.25
"567",123.637162211495,1,0.2,6.25
"568",123.819483768289,1.2,0.2,6.25
"569",123.973634448116,1.4,0.2,6.25
"570",124.10716584074,1.6,0.2,6.25
"571",124.224948876397,1.8,0.2,6.25
"572",124.330309392055,2,0.2,6.25
"573",131.937671555118,0,0.3,6.25
"574",130.328233642684,0.2,0.3,6.25
"575",131.021380823244,0.4,0.3,6.25
"576",131.426845931352,0.6,0.3,6.25
"577",131.714528003804,0.8,0.3,6.25
"578",131.937671555118,1,0.3,6.25
"579",132.119993111912,1.2,0.3,6.25
"580",132.274143791739,1.4,0.3,6.25
"581",132.407675184364,1.6,0.3,6.25
"582",132.52545822002,1.8,0.3,6.25
"583",132.630818735678,2,0.3,6.25
"584",138.229927948396,0,0.4,6.25
"585",136.620490035962,0.2,0.4,6.25
"586",137.313637216522,0.4,0.4,6.25
"587",137.71910232463,0.6,0.4,6.25
"588",138.006784397082,0.8,0.4,6.25
"589",138.229927948396,1,0.4,6.25
"590",138.41224950519,1.2,0.4,6.25
"591",138.566400185017,1.4,0.4,6.25
"592",138.699931577641,1.6,0.4,6.25
"593",138.817714613298,1.8,0.4,6.25
"594",138.923075128956,2,0.4,6.25
"595",143.026784728141,0,0.5,6.25
"596",141.417346815707,0.2,0.5,6.25
"597",142.110493996267,0.4,0.5,6.25
"598",142.515959104375,0.6,0.5,6.25
"599",142.803641176826,0.8,0.5,6.25
"600",143.026784728141,1,0.5,6.25
"601",143.209106284935,1.2,0.5,6.25
"602",143.363256964762,1.4,0.5,6.25
"603",143.496788357386,1.6,0.5,6.25
"604",143.614571393043,1.8,0.5,6.25
"605",143.719931908701,2,0.5,6.25
"606",146.629764671034,0,0.6,6.25
"607",145.0203267586,0.2,0.6,6.25
"608",145.71347393916,0.4,0.6,6.25
"609",146.118939047268,0.6,0.6,6.25
"610",146.40662111972,0.8,0.6,6.25
"611",146.629764671034,1,0.6,6.25
"612",146.812086227828,1.2,0.6,6.25
"613",146.966236907655,1.4,0.6,6.25
"614",147.09976830028,1.6,0.6,6.25
"615",147.217551335936,1.8,0.6,6.25
"616",147.322911851594,2,0.6,6.25
"617",149.237646414457,0,0.7,6.25
"618",147.628208502023,0.2,0.7,6.25
"619",148.321355682583,0.4,0.7,6.25
"620",148.726820790691,0.6,0.7,6.25
"621",149.014502863142,0.8,0.7,6.25
"622",149.237646414457,1,0.7,6.25
"623",149.419967971251,1.2,0.7,6.25
"624",149.574118651078,1.4,0.7,6.25
"625",149.707650043702,1.6,0.7,6.25
"626",149.825433079359,1.8,0.7,6.25
"627",149.930793595017,2,0.7,6.25
"628",150.991261034443,0,0.8,6.25
"629",149.381823122009,0.2,0.8,6.25
"630",150.074970302568,0.4,0.8,6.25
"631",150.480435410677,0.6,0.8,6.25
"632",150.768117483128,0.8,0.8,6.25
"633",150.991261034443,1,0.8,6.25
"634",151.173582591237,1.2,0.8,6.25
"635",151.327733271064,1.4,0.8,6.25
"636",151.461264663688,1.6,0.8,6.25
"637",151.579047699345,1.8,0.8,6.25
"638",151.684408215003,2,0.8,6.25
"639",151.995488094961,0,0.9,6.25
"640",150.386050182527,0.2,0.9,6.25
"641",151.079197363087,0.4,0.9,6.25
"642",151.484662471195,0.6,0.9,6.25
"643",151.772344543647,0.8,0.9,6.25
"644",151.995488094961,1,0.9,6.25
"645",152.177809651755,1.2,0.9,6.25
"646",152.331960331582,1.4,0.9,6.25
"647",152.465491724207,1.6,0.9,6.25
"648",152.583274759863,1.8,0.9,6.25
"649",152.688635275521,2,0.9,6.25
"650",152.331317460458,0,1,6.25
"651",150.721879548024,0.2,1,6.25
"652",151.415026728584,0.4,1,6.25
"653",151.820491836692,0.6,1,6.25
"654",152.108173909144,0.8,1,6.25
"655",152.331317460458,1,1,6.25
"656",152.513639017252,1.2,1,6.25
"657",152.667789697079,1.4,1,6.25
"658",152.801321089703,1.6,1,6.25
"659",152.91910412536,1.8,1,6.25
"660",153.024464641018,2,1,6.25
"661",112.478625182908,0,0.1,6.5
"662",110.869187270474,0.2,0.1,6.5
"663",111.562334451034,0.4,0.1,6.5
"664",111.967799559142,0.6,0.1,6.5
"665",112.255481631594,0.8,0.1,6.5
"666",112.478625182908,1,0.1,6.5
"667",112.660946739702,1.2,0.1,6.5
"668",112.815097419529,1.4,0.1,6.5
"669",112.948628812154,1.6,0.1,6.5
"670",113.06641184781,1.8,0.1,6.5
"671",113.171772363468,2,0.1,6.5
"672",124.100080951278,0,0.2,6.5
"673",122.490643038844,0.2,0.2,6.5
"674",123.183790219403,0.4,0.2,6.5
"675",123.589255327512,0.6,0.2,6.5
